name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
Broward College,,"$32,900 USD",29:1,81%,"$8,622 USD",,,,"Fort Lauderdale, Florida",,,825,Broward-College,
Brown Mackie College-Akron,,"$27,400 USD",9:1,96%,"$17,472 USD",,,,"Akron, Ohio",,,3384,Brown-Mackie-College-Akron,
Brown Mackie College-Albuquerque,,"$27,400 USD",12:1,95%,"$18,141 USD",,,,"Albuquerque, New Mexico",,,8503,Brown-Mackie-College-Albuquerque,
Brown Mackie College-Birmingham,,"$27,400 USD",9:1,90%,"$18,317 USD",,,,"Birmingham, Alabama",,,8790,Brown-Mackie-College-Birmingham,
Brown Mackie College-Boise,,"$27,400 USD",7:1,87%,"$19,164 USD",,,,"Boise, Idaho",,,8120,Brown-Mackie-College-Boise,
Brown Mackie College-Cincinnati,,"$27,400 USD",10:1,95%,"$18,597 USD",,,,"Cincinnati, Ohio",,,3383,Brown-Mackie-College-Cincinnati,
Brown Mackie College-Dallas,,,10:1,97%,"$18,801 USD",,,,"Bedford, Texas",,,8953,Brown-Mackie-College-Dallas,
Brown Mackie College-Findlay,,"$27,400 USD",6:1,97%,"$17,674 USD",,,,"Findlay, Ohio",,,5145,Brown-Mackie-College-Findlay,
Brown Mackie College-Fort Wayne,0%,"$27,400 USD",9:1,90%,"$17,920 USD",,,,"Fort Wayne, Indiana",,,5476,Brown-Mackie-College-Fort-Wayne,
Brown Mackie College-Greenville,,"$27,400 USD",12:1,92%,"$18,215 USD",,,,"Greenville, South Carolina",,,8216,Brown-Mackie-College-Greenville,
Brown Mackie College-Indianapolis,,"$27,400 USD",10:1,94%,"$18,977 USD",,,,"Indianapolis, Indiana",,,7445,Brown-Mackie-College-Indianapolis,
Brown Mackie College-Kansas City,,"$25,200 USD",8:1,92%,"$18,208 USD",,,,"Lenexa, Kansas",,,1516,Brown-Mackie-College-Kansas-City,
Brown Mackie College-Louisville,,"$27,400 USD",11:1,95%,"$18,321 USD",,,,"Louisville, Kentucky",,,1643,Brown-Mackie-College-Louisville,
Brown Mackie College-Merrillville,0%,"$27,400 USD",10:1,89%,"$17,818 USD",,,,"Merrillville, Indiana",,,1388,Brown-Mackie-College-Merrillville,
Brown Mackie College-Miami,,"$27,400 USD",6:1,89%,"$20,572 USD",,,,"Miramar, Florida",,,6738,Brown-Mackie-College-Miami,
Brown Mackie College-Michigan City,0%,"$27,400 USD",5:1,,,,,,"Michigan City, Indiana",,,1389,Brown-Mackie-College-Michigan-City,
Brown Mackie College-North Canton,,"$27,400 USD",7:1,97%,"$19,059 USD",,,,"Canton, Ohio",,,3327,Brown-Mackie-College-North-Canton,
Brown Mackie College-Northern Kentucky,,"$27,400 USD",5:1,97%,,,,,"Fort Mitchell, Kentucky",,,1649,Brown-Mackie-College-Northern-Kentucky,
Brown Mackie College-Oklahoma City,,"$25,200 USD",8:1,98%,"$18,002 USD",,,,"Oklahoma City, Oklahoma",,,8819,Brown-Mackie-College-Oklahoma-City,
Brown Mackie College-Phoenix,,"$27,400 USD",9:1,93%,"$18,065 USD",,,,"Phoenix, Arizona",,,8204,Brown-Mackie-College-Phoenix,
Brown Mackie College-Salina,,"$25,200 USD",9:1,99%,"$17,863 USD",,,,"Salina, Kansas",,,1517,Brown-Mackie-College-Salina,
Brown Mackie College-San Antonio,,"$27,400 USD",15:1,94%,"$18,659 USD",,,,"San Antonio, Texas",,,8541,Brown-Mackie-College-San-Antonio,
Brown Mackie College-South Bend,50%,"$27,400 USD",9:1,96%,"$18,825 USD",,,,"South Bend, Indiana",,,1399,Brown-Mackie-College-South-Bend,
Brown Mackie College-St Louis,,"$27,400 USD",7:1,97%,"$16,926 USD",,,,"Fenton, Missouri",,,8504,Brown-Mackie-College-St-Louis,
Brown Mackie College-Tucson,20%,"$27,400 USD",10:1,95%,"$18,227 USD",,,,"Tucson, Arizona",,,92,Brown-Mackie-College-Tucson,
Brown Mackie College-Tulsa,,"$27,400 USD",8:1,88%,"$18,006 USD",,,,"Tulsa, Oklahoma",,,8121,Brown-Mackie-College-Tulsa,
Brown University,95%,"$59,700 USD",9:1,62%,"$22,957 USD",14,9.5%,2200,"Providence, Rhode Island",2200,"9,458",3850,Brown-University,
Bryan College of Health Sciences,56%,"$50,900 USD",9:1,94%,"$21,744 USD",,85.5%,,"Lincoln, Nebraska",,704,2455,Bryan-College-of-Health-Sciences,
Bryan College-Dayton,62%,"$34,300 USD",14:1,90%,"$16,153 USD",,45.5%,1458,"Dayton, Tennessee",1458,"1,489",3969,Bryan-College-Dayton,
Bryan University-Los Angeles,,"$43,700 USD",30:1,94%,"$19,613 USD",,,,"Los Angeles, California",,,36486,Bryan-University-Los-Angeles,
Bryan University-Springfield,,"$24,900 USD",11:1,94%,"$18,592 USD",,,,"Springfield, Missouri",,,5067,Bryan-University-Springfield,
Bryant & Stratton College-Akron,,"$22,400 USD",11:1,100%,"$17,789 USD",,,,"Copley, Ohio",,,8851,Bryant-And-Stratton-College-Akron,
Bryant & Stratton College-Albany,,"$22,400 USD",14:1,97%,"$15,820 USD",,,,"Albany, New York",,,2684,Bryant-And-Stratton-College-Albany,
Bryant & Stratton College-Amherst,,"$22,400 USD",13:1,93%,"$13,859 USD",,,,"Getzville, New York",,,2715,Bryant-And-Stratton-College-Amherst,
Bryant & Stratton College-Bayshore,,"$22,400 USD",20:1,97%,"$16,193 USD",,,,"Glendale, Wisconsin",,,8374,Bryant-And-Stratton-College-Bayshore,
Bryant & Stratton College-Buffalo,,"$22,400 USD",14:1,100%,"$11,749 USD",,,,"Buffalo, New York",,,2718,Bryant-And-Stratton-College-Buffalo,
Bryant & Stratton College-Cleveland,,"$22,400 USD",9:1,100%,"$16,655 USD",,,,"Cleveland, Ohio",,,3261,Bryant-And-Stratton-College-Cleveland,
Bryant & Stratton College-Eastlake,,"$22,400 USD",8:1,88%,"$14,842 USD",,,,"Eastlake, Ohio",,,5078,Bryant-And-Stratton-College-Eastlake,
Bryant & Stratton College-Greece,,"$22,400 USD",26:1,100%,"$14,652 USD",,,,"Rochester, New York",,,2719,Bryant-And-Stratton-College-Greece,
Bryant & Stratton College-Hampton,,"$22,400 USD",13:1,97%,"$15,021 USD",,,,"Hampton, Virginia",,,8420,Bryant-And-Stratton-College-Hampton,
Bryant & Stratton College-Milwaukee,,"$22,400 USD",12:1,97%,"$16,067 USD",,,,"Milwaukee, Wisconsin",,,4631,Bryant-And-Stratton-College-Milwaukee,
Bryant & Stratton College-Online,,"$22,400 USD",20:1,97%,"$13,451 USD",,,,"Orchard Park, New York",,,8887,Bryant-And-Stratton-College-Online,
Bryant & Stratton College-Parma,,"$22,400 USD",8:1,100%,"$14,786 USD",,,,"Parma, Ohio",,,3210,Bryant-And-Stratton-College-Parma,
Bryant & Stratton College-Richmond,,"$22,400 USD",11:1,96%,"$16,209 USD",,,,"North Chesterfield, Virginia",,,4365,Bryant-And-Stratton-College-Richmond,
Bryant & Stratton College-Southtowns,,"$22,400 USD",23:1,97%,"$13,712 USD",,,,"Orchard Park, New York",,,5136,Bryant-And-Stratton-College-Southtowns,
Bryant & Stratton College-Syracuse North,,"$22,400 USD",13:1,96%,"$10,920 USD",,,,"Liverpool, New York",,,2716,Bryant-And-Stratton-College-Syracuse-North,
Bryant & Stratton College-Virginia Beach,,"$22,400 USD",14:1,98%,"$15,952 USD",,,,"Virginia Beach, Virginia",,,4364,Bryant-And-Stratton-College-Virginia-Beach,
Bryant & Stratton College-Wauwatosa,,"$22,400 USD",10:1,100%,"$14,950 USD",,,,"Wauwatosa, Wisconsin",,,7451,Bryant-And-Stratton-College-Wauwatosa,
Bryant University,82%,"$64,500 USD",13:1,92%,"$36,109 USD",273,72.3%,1680,"Smithfield, Rhode Island",1680,"3,670",3851,Bryant-University,
Bryn Athyn College of the New Church,49%,,7:1,92%,"$13,923 USD",,42.1%,1404,"Bryn Athyn, Pennsylvania",1404,278,3558,Bryn-Athyn-College-of-the-New-Church,
Bryn Mawr College,84%,"$53,600 USD",8:1,75%,"$32,630 USD",63,38.5%,2030,"Bryn Mawr, Pennsylvania",2030,"1,692",3585,Bryn-Mawr-College,
Bucknell University,91%,"$69,100 USD",10:1,59%,"$35,677 USD",55,24.8%,1940,"Lewisburg, Pennsylvania",1940,"3,625",3586,Bucknell-University,
Buena Vista University,53%,"$38,300 USD",9:1,99%,"$20,431 USD",,68.1%,,"Storm Lake, Iowa",,"2,322",1429,Buena-Vista-University,
Burlington College,20%,"$26,000 USD",8:1,83%,"$32,633 USD",,,,"Burlington, Vermont",,,4326,Burlington-College,
Butler University,74%,"$55,000 USD",11:1,94%,"$34,814 USD",268,70.4%,1710,"Indianapolis, Indiana",1710,"4,797",1323,Butler-University,
Cabarrus College of Health Sciences,,"$40,700 USD",5:1,91%,"$12,426 USD",,93.8%,1400,"Concord, North Carolina",1400,452,3037,Cabarrus-College-of-Health-Sciences,
Cabrini College,46%,"$40,900 USD",11:1,100%,"$25,842 USD",,72.4%,1330,"Radnor, Pennsylvania",1330,"2,428",3591,Cabrini-College,
Cairn University-Langhorne,68%,"$32,600 USD",13:1,100%,"$18,387 USD",,98.7%,1462,"Langhorne, Pennsylvania",1462,"1,043",3761,Cairn-University-Langhorne,
Caldwell University,55%,"$44,400 USD",12:1,95%,"$17,031 USD",,63.5%,1440,"Caldwell, New Jersey",1440,"2,138",2559,Caldwell-University,
California Baptist University,58%,"$40,300 USD",18:1,96%,"$26,548 USD",,65.4%,1425,"Riverside, California",1425,"8,541",248,California-Baptist-University,
California Christian College,60%,,3:1,,,,,,"Fresno, California",,,281,California-Christian-College,
California College of the Arts,62%,"$33,300 USD",9:1,85%,"$37,587 USD",,68.5%,1580,"San Francisco, California",1580,"1,975",249,California-College-of-the-Arts,
California College San Diego,,,21:1,89%,"$25,337 USD",,,,"San Diego, California",,,9023,California-College-San-Diego,
California College San Diego-San Marcos,,,16:1,100%,"$25,133 USD",,,,"San Marcos, California",,,8871,California-College-San-Diego-San-Marcos,
California Institute of Integral Studies,,,11:1,,,,,,"San Francisco, California",,,246,California-Institute-of-Integral-Studies,
California Institute of Technology,93%,"$77,800 USD",3:1,71%,"$23,213 USD",7,8.8%,2315,"Pasadena, California",2315,"2,255",251,California-Institute-of-Technology,
California Institute of the Arts,57%,"$32,100 USD",7:1,76%,"$47,362 USD",,24.9%,,"Valencia, California",,"1,448",285,California-Institute-of-the-Arts,
California Intercontinental University,,,1:1,,,,,,"Irvine, California",,,36518,California-Intercontinental-University,
California International Business University,,,,,,,,,"San Diego, California",,,8998,California-International-Business-University,
California Jazz Conservatory,,,6:1,43%,"$17,590 USD",,,,"Berkeley, California",,,36530,California-Jazz-Conservatory,
California Lutheran University,70%,"$51,000 USD",15:1,96%,"$30,266 USD",286,61.6%,1645,"Thousand Oaks, California",1645,"4,126",252,California-Lutheran-University,
California Miramar University,,,14:1,1%,"$21,203 USD",,,,"San Diego, California",,,8898,California-Miramar-University,
California Polytechnic State University-San Luis Obispo,70%,"$61,800 USD",22:1,52%,"$18,238 USD",163,31.3%,1852,"San Luis Obispo, California",1852,"20,944",253,California-Polytechnic-State-University-San-Luis-Obispo,
California State Polytechnic University-Pomona,52%,"$50,700 USD",27:1,74%,"$13,603 USD",,39.3%,1590,"Pomona, California",1590,"23,717",260,California-State-Polytechnic-University-Pomona,
California State University-Bakersfield,39%,"$46,500 USD",27:1,88%,"$6,376 USD",,68.8%,1357,"Bakersfield, California",1357,"9,228",256,California-State-University-Bakersfield,
California State University-Channel Islands,52%,,22:1,82%,"$13,364 USD",,67.6%,1432,"Camarillo, California",1432,"6,167",6300,California-State-University-Channel-Islands,
California State University-Chico,56%,"$44,400 USD",25:1,76%,"$13,583 USD",,63.4%,1500,"Chico, California",1500,"17,220",261,California-State-University-Chico,
California State University-Dominguez Hills,29%,"$42,500 USD",25:1,93%,"$3,764 USD",,52.8%,1275,"Carson, California",1275,"14,635",262,California-State-University-Dominguez-Hills,
California State University-East Bay,38%,"$51,200 USD",27:1,78%,"$10,131 USD",,74.0%,1365,"Hayward, California",1365,"15,528",265,California-State-University-East-Bay,
California State University-Fresno,49%,"$43,000 USD",25:1,83%,"$6,846 USD",,52.2%,1350,"Fresno, California",1350,"24,136",263,California-State-University-Fresno,
California State University-Fullerton,53%,"$45,000 USD",25:1,75%,"$7,915 USD",461,41.9%,1545,"Fullerton, California",1545,"38,948",264,California-State-University-Fullerton,
California State University-Long Beach,60%,"$46,500 USD",24:1,79%,"$9,597 USD",373,33.8%,1575,"Long Beach, California",1575,"37,446",266,California-State-University-Long-Beach,
California State University-Los Angeles,36%,"$43,400 USD",28:1,87%,"$3,160 USD",,68.1%,1327,"Los Angeles, California",1327,"27,680",267,California-State-University-Los-Angeles,
California State University-Monterey Bay,38%,"$40,300 USD",22:1,84%,"$10,913 USD",,48.7%,1455,"Seaside, California",1455,"7,102",5503,California-State-University-Monterey-Bay,
California State University-Northridge,46%,"$43,100 USD",27:1,85%,"$7,075 USD",,45.6%,1350,"Northridge, California",1350,"41,548",268,California-State-University-Northridge,
California State University-Sacramento,43%,"$46,100 USD",27:1,83%,"$8,956 USD",,67.3%,1421,"Sacramento, California",1421,"30,284",269,California-State-University-Sacramento,
California State University-San Bernardino,41%,"$44,600 USD",30:1,87%,"$6,984 USD",,64.6%,1342,"San Bernardino, California",1342,"20,024",259,California-State-University-San-Bernardino,
California State University-San Marcos,48%,"$45,400 USD",24:1,80%,"$10,543 USD",,54.0%,1425,"San Marcos, California",1425,"12,793",5002,California-State-University-San-Marcos,
California State University-Stanislaus,52%,"$43,400 USD",22:1,90%,"$7,387 USD",,70.6%,1380,"Turlock, California",1380,"9,282",257,California-State-University-Stanislaus,
California University of Management and Sciences,,,17:1,6%,"$19,945 USD",,,,"Anaheim, California",,,8507,California-University-of-Management-and-Sciences,
California University of Pennsylvania,53%,"$38,100 USD",21:1,90%,"$17,233 USD",,84.9%,1360,"California, Pennsylvania",1360,"7,854",3592,California-University-of-Pennsylvania,
Calumet College of Saint Joseph,27%,"$38,900 USD",15:1,93%,"$11,218 USD",,,1251,"Whiting, Indiana",1251,,1324,Calumet-College-of-Saint-Joseph,
Calvary Bible College and Theological Seminary,43%,"$29,100 USD",7:1,83%,"$13,133 USD",,94.2%,1515,"Kansas City, Missouri",1515,319,2296,Calvary-Bible-College-and-Theological-Seminary,
Calvin College,73%,"$41,700 USD",13:1,100%,"$26,012 USD",303,74.3%,1792,"Grand Rapids, Michigan",1792,"3,990",2030,Calvin-College,
Cambridge College,2%,"$36,800 USD",14:1,70%,"$21,529 USD",,,,"Cambridge, Massachusetts",,,1902,Cambridge-College,
Cameron University,20%,"$33,400 USD",18:1,89%,"$10,050 USD",,,,"Lawton, Oklahoma",,,3431,Cameron-University,
Campbell University,49%,"$42,600 USD",16:1,100%,"$27,309 USD",,73.5%,1485,"Buies Creek, North Carolina",1485,"6,484",3039,Campbell-University,
Campbellsville University,41%,"$31,900 USD",13:1,98%,"$16,576 USD",,75.6%,1360,"Campbellsville, Kentucky",1360,"3,128",1592,Campbellsville-University,
Canisius College,67%,"$45,700 USD",11:1,97%,"$19,754 USD",265,87.0%,1597,"Buffalo, New York",1597,"3,900",2721,Canisius-College,
Capella University,0%,"$66,600 USD",20:1,100%,"$12,918 USD",,,,"Minneapolis, Minnesota",,,5530,Capella-University,
Capital University,58%,"$41,100 USD",12:1,100%,"$22,016 USD",452,71.9%,1600,"Columbus, Ohio",1600,"3,465",3214,Capital-University,
Capitol Technology University,43%,"$64,000 USD",12:1,100%,"$15,471 USD",,97.5%,1537,"Laurel, Maryland",1537,804,1814,Capitol-Technology-University,
Cardinal Stritch University,50%,"$48,500 USD",11:1,99%,"$18,417 USD",,76.9%,1523,"Milwaukee, Wisconsin",1523,"3,176",4591,Cardinal-Stritch-University,
Career Point College-San Antonio,,"$20,700 USD",16:1,82%,"$29,348 USD",,,,"San Antonio, Texas",,,4120,Career-Point-College-San-Antonio,
Careers Unlimited,,,12:1,,,,,,"Orem, Utah",,,6821,Careers-Unlimited,
Caribbean University-Bayamon,25%,"$17,000 USD",20:1,98%,"$2,399 USD",,,,"Bayamon, Puerto Rico",,,4681,Caribbean-University-Bayamon,
Caribbean University-Carolina,40%,"$17,000 USD",15:1,100%,"$2,964 USD",,,,"Carolina, Puerto Rico",,,4682,Caribbean-University-Carolina,
Caribbean University-Ponce,23%,"$17,000 USD",16:1,99%,"$3,586 USD",,,,"Ponce, Puerto Rico",,,4926,Caribbean-University-Ponce,
Caribbean University-Vega Baja,27%,"$17,000 USD",12:1,100%,"$3,309 USD",,,,"Vega Baja, Puerto Rico",,,4927,Caribbean-University-Vega-Baja,
Carleton College,92%,"$49,500 USD",9:1,77%,"$31,568 USD",43,20.6%,2125,"Northfield, Minnesota",2125,"2,014",2150,Carleton-College,
Carlos Albizu University-Miami,17%,"$29,100 USD",17:1,83%,"$20,511 USD",,72.0%,,"Miami, Florida",,"1,046",827,Carlos-Albizu-University-Miami,
Carlos Albizu University-San Juan,,"$29,100 USD",19:1,,,,85.2%,,"San Juan, Puerto Rico",,"1,367",4680,Carlos-Albizu-University-San-Juan,
Carlow University,62%,"$39,400 USD",11:1,100%,"$18,817 USD",,80.7%,1440,"Pittsburgh, Pennsylvania",1440,"2,272",3595,Carlow-University,
Carnegie Mellon University,88%,"$76,200 USD",10:1,59%,"$33,657 USD",56,23.7%,2165,"Pittsburgh, Pennsylvania",2165,"12,963",3596,Carnegie-Mellon-University,
Carolina Christian College,,,12:1,,,,,,"Winston Salem, North Carolina",,,3152,Carolina-Christian-College,
Carolina College of Biblical Studies,,,8:1,100%,"$3,257 USD",,,,"Fayetteville, North Carolina",,,8581,Carolina-College-of-Biblical-Studies,
Carroll College,67%,"$45,500 USD",13:1,100%,"$23,789 USD",293,64.1%,1610,"Helena, Montana",1610,"1,469",2429,Carroll-College,
Carroll University,58%,"$41,300 USD",16:1,100%,"$23,744 USD",,94.0%,1402,"Waukesha, Wisconsin",1402,"3,508",4592,Carroll-University,
Carson-Newman University,50%,"$36,300 USD",13:1,100%,"$16,662 USD",,58.8%,1485,"Jefferson City, Tennessee",1485,"2,528",3970,Carson-Newman-University,
Carthage College,65%,"$43,200 USD",12:1,100%,"$27,431 USD",457,70.2%,1717,"Kenosha, Wisconsin",1717,"2,978",4593,Carthage-College,
Carver Bible College,78%,,9:1,71%,"$13,269 USD",,,,"Atlanta, Georgia",,,7961,Carver-Bible-College,
Cascadia College,,"$43,700 USD",16:1,36%,"$9,658 USD",,,,"Bothell, Washington",,,36503,Cascadia-College,
Case Western Reserve University,80%,"$68,600 USD",11:1,86%,"$31,356 USD",68,36.3%,2065,"Cleveland, Ohio",2065,"11,340",3219,Case-Western-Reserve-University,
Castleton University,51%,"$34,900 USD",12:1,90%,"$15,826 USD",,96.8%,1416,"Castleton, Vermont",1416,"2,246",4327,Castleton-University,
Catawba College,53%,"$37,000 USD",13:1,100%,"$20,359 USD",,31.8%,1450,"Salisbury, North Carolina",1450,"1,275",3042,Catawba-College,
Cathedral Bible College,,,,,,,,,"Myrtle Beach, South Carolina",,,3894,Cathedral-Bible-College,
Catholic Distance University,,,,,,,,,"Charles Town, West Virginia",,,8994,Catholic-Distance-University,
Catholic University of America,69%,"$53,900 USD",7:1,96%,"$36,585 USD",,78.6%,1687,"Washington, District of Columbia",1687,"6,521",799,Catholic-University-of-America,
Cazenovia College,59%,"$32,100 USD",12:1,100%,"$17,479 USD",,81.5%,1455,"Cazenovia, New York",1455,"1,072",2728,Cazenovia-College,
Cedar Crest College,60%,"$46,300 USD",10:1,99%,"$18,500 USD",426,67.5%,1420,"Allentown, Pennsylvania",1420,"1,591",3597,Cedar-Crest-College,
Cedarville University,73%,"$40,700 USD",13:1,99%,"$22,721 USD",248,74.2%,1750,"Cedarville, Ohio",1750,"3,654",3220,Cedarville-University,
Centenary College,57%,"$41,100 USD",17:1,100%,"$20,042 USD",,86.8%,1380,"Hackettstown, New Jersey",1380,"2,284",2561,Centenary-College,
Centenary College of Louisiana,59%,"$40,400 USD",8:1,98%,"$26,339 USD",,67.1%,1635,"Shreveport, Louisiana",1635,588,1676,Centenary-College-of-Louisiana,
Central Baptist College,38%,"$31,300 USD",11:1,99%,"$15,602 USD",,47.5%,1351,"Conway, Arkansas",1351,881,163,Central-Baptist-College,
Central Christian College of Kansas,40%,"$31,600 USD",24:1,96%,"$14,814 USD",,,1335,"Mcpherson, Kansas",1335,,1522,Central-Christian-College-of-Kansas,
Central Christian College of the Bible,38%,"$28,400 USD",14:1,100%,"$11,879 USD",,34.9%,1443,"Moberly, Missouri",1443,271,2298,Central-Christian-College-of-the-Bible,
Central College,65%,"$41,800 USD",12:1,100%,"$22,164 USD",277,64.3%,1530,"Pella, Iowa",1530,"1,274",1434,Central-College,
Central Connecticut State University,52%,"$44,300 USD",15:1,83%,"$15,273 USD",,58.7%,1515,"New Britain, Connecticut",1515,"12,086",730,Central-Connecticut-State-University,
Central Methodist University-College of Graduate and Extended Studies,,"$33,700 USD",18:1,,,,,,"Fayette, Missouri",,,6562,Central-Methodist-University-College-of-Graduate-and-Extended-Studies,
Central Methodist University-College of Liberal Arts and Sciences,40%,"$33,700 USD",12:1,100%,"$19,910 USD",,57.9%,1402,"Fayette, Missouri",1402,"1,094",2300,Central-Methodist-University-College-of-Liberal-Arts-and-Sciences,
Central Michigan University,59%,"$39,800 USD",20:1,94%,"$14,204 USD",,68.7%,1527,"Mount Pleasant, Michigan",1527,"26,825",2034,Central-Michigan-University,
Central Penn College,31%,"$34,400 USD",11:1,99%,"$16,443 USD",,97.1%,1123,"Summerdale, Pennsylvania",1123,"1,385",3598,Central-Penn-College,
Central State University,25%,"$24,300 USD",13:1,96%,"$10,840 USD",,39.5%,1125,"Wilberforce, Ohio",1125,"1,804",3223,Central-State-University,
